_id,beneficiary_name,beneficiary_address,project_name,project_description,total_amount,project_status,management_authority,amount,amount_kind,approval_date,beneficiary_city,beneficiary_country,beneficiary_country_code,beneficiary_county,beneficiary_id,beneficiary_nuts_code,beneficiary_nuts_region,beneficiary_person,beneficiary_postal_code,beneficiary_url,cci_program_code,cci_program_title,completion_date,currency,eu_cofinancing_amount,eu_cofinancing_amount_eligible,eu_cofinancing_rate,european_investment_bank,final_payment_date,first_payment_date,fund_acronym,fund_name,funding_period,funding_period_number,member_state_amount,operational_programme,priority_label,priority_number,project_id,source,starting_date,theme_code,theme_name,third_party_amount,total_amount_applied,total_amount_eligible
8051,Werner Linhart GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8052,Werner Linhart GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8053,"Werner Linhart GmbH Dachdecker, Spengler, Isolierungen",,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8054,Werner Margreiter GesmbH Kabelfernsehen,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8055,Werschnik Veronika,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8056,Wessely Robert,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8057,Wessely Robert,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8058,Wessely Robert,,Innovationsdienstleistung für Unternehmen,,255.0,,,255.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8059,Wewalka GmbH Nfg.KG,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8060,Wewalka GmbH Nfg.KG,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8061,Wicha Martin,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8062,Wicha Martin,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8063,Wick und Schaefer GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8064,Widgruber Marianne,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8065,Widhalm Herbert,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8066,Widhalm Wolfgang Herbert,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8067,Wieder GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8068,Wieland Gottfried,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8069,Wiesauer+Juchem GmbH,,Innovationsdienstleistung für Unternehmen,,1500.0,,,1500.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8070,Wiesbauer Gourmet Gastro GmbH,,Innovationsdienstleistung für Unternehmen,,22250.0,,,22250.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8071,Wiesenthal & Co. Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8072,Wiesenthal & Turk Autoservice GmbH,,Innovationsdienstleistung für Unternehmen,,1350.0,,,1350.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8073,Wiesenthal Brunn GmbH,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8074,Wieser Franz,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8075,Wieser Georg GmbH & Co. KG,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8076,Wieser Josef,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8077,Wieser Josef,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8078,Wiesinger GmbH KFZ-Mechaniker,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8079,Wiesinger Johannes,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8080,Wiesmüller Günter,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8081,Wikitherm e.U.,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8082,Wilfinger Thomas Pimtec GmbH,,Innovationsdienstleistung für Unternehmen,,595.0,,,595.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8083,Wilhelm Bohusch,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8084,Wilhelm Cemerka KFZ-Mechanikermeister,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8085,Wilhelm Ehrentraut Schmiede und Schlosserei,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8086,Wilhelm Gottschligg Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8087,Wilhelm Gottschligg GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8088,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8089,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8090,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8091,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8092,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8093,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8094,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8095,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8096,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8097,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8098,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8099,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8100,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8101,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8102,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8103,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8104,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,1540.0,,,1540.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8105,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8106,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8107,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8108,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8109,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,920.0,,,920.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8110,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8111,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8112,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8113,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8114,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,1800.0,,,1800.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8115,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,1800.0,,,1800.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8116,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,1800.0,,,1800.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8117,Wilhelm Luger GmbH,,Innovationsdienstleistung für Unternehmen,,1800.0,,,1800.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8118,Wilhelm Luger GmbH CulumNatura,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8119,Wilhelm Luger GmbH CulumNatura,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8120,Wilhelm Luger GmbH CulumNatura,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8121,Wilhelm Paumann Landmaschinenmechaniker,,Innovationsdienstleistung für Unternehmen,,340.0,,,340.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8122,Wilhelm Schmidt KG Stahlbau,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8123,Wilhelm Schmidt KG Stahlbau,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8124,Willach Friedrich,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8125,Willibald Gauss Gasthof,,Innovationsdienstleistung für Unternehmen,,340.0,,,340.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8126,Willibald Jungwirth Gesellschaft m.b.H.,,Unternehmensinvestition mit Forschungs-/Technologiebezug,,106300.0,,,106300.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8127,Willibald Jungwirth Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8128,Willibald Jungwirth Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8129,Willibald Jungwirth Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8130,Willibald Jungwirth Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8131,Willibald Jungwirth Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8132,Willibald Jungwirth Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,1800.0,,,1800.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8133,Willibald Jungwirth Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8134,Willibald Jungwirth Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,2700.0,,,2700.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8135,"Willibald Jungwirth GesmbH Betonwerk, Baustoffe",,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8136,Willibald Longin GmbH Zimmerei - Sägewerk,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8137,Willibald Longin GmbH Zimmerei - Sägewerk,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8138,Willibald Longin GmbH Zimmerei - Sägewerk,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8139,Willibald Rabl Tischlerei,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8140,Willim Verena,,Innovationsdienstleistung für Unternehmen,,315.0,,,315.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8141,Wimberger Herbert,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8142,Wimberger Herbert,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8143,Wimberger Herbert,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8144,Wimberger Herbert,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8145,Wimmer Cosmetics GmbH,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8146,Wimmer Franz,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8147,Wimmer Paul e. U.,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8148,Wimmer Ulrike,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8149,Wimmer Wohnen GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8150,WIMTEC  Elektronische,,Innovationsdienstleistung für Unternehmen,,425.0,,,425.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8151,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8152,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8153,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8154,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
